"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MD1","OD1","SA1","REM"
"99401899999","2022-01-01T11:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","140,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0125,1","+9999,9","10133,1","1,1,018,1,+999,9","5,99,0031,1,999","+151,1","SYN080LJAC1 46/// /1405 10125 40133 51018 91100 222// 00151 333 91206 555 11005 22006="
"99401899999","2022-01-01T12:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","120,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0121,1","+9999,9","10137,1","1,1,015,1,+999,9","5,99,0031,1,999","+151,1","SYN080LJAC1 46/// /1204 10121 40137 51015 91200 222// 00151 333 91206 555 11004 22005="
"99401899999","2022-01-01T13:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","100,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0115,1","+9999,9","10145,1","3,1,016,1,+999,9","5,99,0046,1,999","+151,1","SYN080LJAC1 46/// /1006 10115 40145 53016 91300 222// 00151 333 91209 555 11006 22006="
"99401899999","2022-01-01T14:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","110,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0115,1","+9999,9","10157,1","3,1,024,1,+999,9","5,99,0041,1,999","+152,1","SYN080LJAC1 46/// /1106 10115 40157 53024 91400 222// 00152 333 91208 555 11006 22006="
"99401899999","2022-01-01T15:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","090,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0117,1","+9999,9","10167,1","3,1,030,1,+999,9","5,99,0057,1,999","+152,1","SYN080LJAC1 46/// /0909 10117 40167 53030 91500 222// 00152 333 91211 555 11009 22010="
"99401899999","2022-01-01T16:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","100,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0121,1","+9999,9","10176,1","1,1,031,1,+999,9","5,99,0046,1,999","+151,1","SYN080LJAC1 46/// /1007 10121 40176 51031 91600 222// 00151 333 91209 555 11007 22008="
"99401899999","2022-01-01T17:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","090,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0140,1","+9999,9","10185,1","1,1,028,1,+999,9","5,99,0036,1,999","+151,1","SYN080LJAC1 46/// /0905 10140 40185 51028 91700 222// 00151 333 91207 555 11005 22005="
"99401899999","2022-01-01T18:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","150,1,N,0005,1","99999,9,9,N","999999,9,9,9","+0160,1","+9999,9","10193,1","1,1,026,1,+999,9","5,99,0036,1,999","+151,1","SYN080LJAC1 46/// /1501 10160 40193 51026 91800 222// 00151 333 91207 555 11001 22001="
"99401899999","2022-01-01T19:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","270,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0151,1","+9999,9","10192,1","1,1,016,1,+999,9","5,99,0036,1,999","+152,1","SYN080LJAC1 46/// /2705 10151 40192 51016 91900 222// 00152 333 91207 555 11005 22005="
"99401899999","2022-01-01T20:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","260,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0145,1","+9999,9","10189,1","9,9,004,1,+999,9","5,99,0062,1,999","+152,1","SYN080LJAC1 46/// /2611 10145 40189 50004 92000 222// 00152 333 91212 555 11011 22012="
"99401899999","2022-01-01T21:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","230,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0147,1","+9999,9","10189,1","7,1,004,1,+999,9","5,99,0062,1,999","+154,1","SYN080LJAC1 46/// /2310 10147 40189 57004 92100 222// 00154 333 91212 555 11010 22011="
"99401899999","2022-01-01T22:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","240,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0147,1","+9999,9","10193,1","5,1,000,1,+999,9","5,99,0057,1,999","+156,1","SYN080LJAC1 46/// /2409 10147 40193 55000 92200 222// 00156 333 91211 555 11009 22010="
"99401899999","2022-01-01T23:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","240,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0147,1","+9999,9","10200,1","3,1,011,1,+999,9","5,99,0046,1,999","+156,1","SYN080LJAC1 46/// /2407 10147 40200 53011 92300 222// 00156 333 91209 555 11008 22008="
"99401899999","2022-01-02T00:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","250,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0151,1","+9999,9","10206,1","3,1,017,1,+999,9","5,99,0026,1,999","+156,1","SYN080LJAC1 46/// /2504 10151 40206 53017 90000 222// 00156 333 91205 555 11004 22004="
"99401899999","2022-01-02T01:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","350,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0144,1","+9999,9","10216,1","3,1,023,1,+999,9","5,99,0015,1,999","+155,1","SYN080LJAC1 46/// /3503 10144 40216 53023 90100 222// 00155 333 91203 555 11003 22003="
"99401899999","2022-01-02T02:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","040,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0141,1","+9999,9","10220,1","1,1,020,1,+999,9","5,99,0015,1,999","+154,1","SYN080LJAC1 46/// /0402 10141 40220 51020 90200 222// 00154 333 91203 555 11002 22002="
"99401899999","2022-01-02T03:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","030,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0132,1","+9999,9","10226,1","1,1,020,1,+999,9","5,99,0021,1,999","+154,1","SYN080LJAC1 46/// /0303 10132 40226 51020 90300 222// 00154 333 91204 555 11003 22004="
"99401899999","2022-01-02T04:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","180,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0128,1","+9999,9","10233,1","3,1,017,1,+999,9","5,99,0015,1,999","+153,1","SYN080LJAC1 46/// /1802 10128 40233 53017 90400 222// 00153 333 91203 555 11002 22003="
"99401899999","2022-01-02T05:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","170,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0126,1","+9999,9","10239,1","2,1,019,1,+999,9","5,99,0015,1,999","+153,1","SYN080LJAC1 46/// /1703 10126 40239 52019 90500 222// 00153 333 91203 555 11003 22003="
"99401899999","2022-01-02T06:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","050,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0117,1","+9999,9","10240,1","1,1,014,1,+999,9","5,99,0010,1,999","+153,1","SYN080LJAC1 46/// /0502 10117 40240 51014 90600 222// 00153 333 91202 555 11002 22002="
"99401899999","2022-01-02T07:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","110,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0102,1","+9999,9","10239,1","1,1,006,1,+999,9","5,99,0057,1,999","+152,1","SYN080LJAC1 46/// /1107 10102 40239 51006 90700 222// 00152 333 91211 555 11007 22007="
"99401899999","2022-01-02T08:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","090,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0111,1","+9999,9","10240,1","4,1,000,1,+999,9","5,99,0046,1,999","+152,1","SYN080LJAC1 46/// /0907 10111 40240 54000 90800 222// 00152 333 91209 555 11007 22008="
"99401899999","2022-01-02T09:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","100,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0110,1","+9999,9","10237,1","8,1,003,1,+999,9","5,99,0046,1,999","+150,1","SYN080LJAC1 46/// /1008 10110 40237 58003 90900 222// 00150 333 91209 555 11008 22009="
"99401899999","2022-01-02T10:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","090,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0115,1","+9999,9","10239,1","4,1,000,1,+999,9","5,99,0031,1,999","+150,1","SYN080LJAC1 46/// /0905 10115 40239 54000 91000 222// 00150 333 91206 555 11005 22005="
"99401899999","2022-01-02T11:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","110,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0101,1","+9999,9","10242,1","5,1,000,1,+999,9","5,99,0021,1,999","+148,1","SYN080LJAC1 46/// /1102 10101 40242 55000 91100 222// 00148 333 91204 555 11002 22002="
"99401899999","2022-01-02T12:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","080,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0104,1","+9999,9","10240,1","2,1,003,1,+999,9","5,99,0041,1,999","+149,1","SYN080LJAC1 46/// /0807 10104 40240 52003 91200 222// 00149 333 91208 555 11007 22008="
"99401899999","2022-01-02T13:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","090,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0106,1","+9999,9","10240,1","9,9,000,1,+999,9","5,99,0046,1,999","+151,1","SYN080LJAC1 46/// /0908 10106 40240 50000 91300 222// 00151 333 91209 555 11008 22008="
"99401899999","2022-01-02T14:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","090,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0098,1","+9999,9","10241,1","4,1,000,1,+999,9","5,99,0041,1,999","+150,1","SYN080LJAC1 46/// /0907 10098 40241 54000 91400 222// 00150 333 91208 555 11007 22008="
"99401899999","2022-01-02T15:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","100,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0086,1","+9999,9","10245,1","3,1,005,1,+999,9","5,99,0057,1,999","+150,1","SYN080LJAC1 46/// /1010 10086 40245 53005 91500 222// 00150 333 91211 555 11011 22012="
"99401899999","2022-01-02T16:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","100,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0099,1","+9999,9","10250,1","3,1,010,1,+999,9","5,99,0057,1,999","+146,1","SYN080LJAC1 46/// /1009 10099 40250 53010 91600 222// 00146 333 91211 555 11010 22010="
"99401899999","2022-01-02T17:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","110,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0122,1","+9999,9","10256,1","3,1,015,1,+999,9","5,99,0041,1,999","+149,1","SYN080LJAC1 46/// /1105 10122 40256 53015 91700 222// 00149 333 91208 555 11005 22006="
"99401899999","2022-01-02T18:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","360,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0143,1","+9999,9","10259,1","1,1,014,1,+999,9","5,99,0015,1,999","+150,1","SYN080LJAC1 46/// /3603 10143 40259 51014 91800 222// 00150 333 91203 555 11003 22003="
"99401899999","2022-01-02T19:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","010,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0136,1","+9999,9","10252,1","9,9,000,1,+999,9","5,99,0026,1,999","+149,1","SYN080LJAC1 46/// /0104 10136 40252 50000 91900 222// 00149 333 91205 555 11004 22004="
"99401899999","2022-01-02T20:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","340,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0145,1","+9999,9","10234,1","8,1,022,1,+999,9","5,99,0015,1,999","+152,1","SYN080LJAC1 46/// /3402 10145 40234 58022 92000 222// 00152 333 91203 555 11002 22002="
"99401899999","2022-01-02T21:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","340,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0147,1","+9999,9","10220,1","8,1,039,1,+999,9","5,99,0015,1,999","+152,1","SYN080LJAC1 46/// /3402 10147 40220 58039 92100 222// 00152 333 91203 555 11002 22002="
"99401899999","2022-01-02T22:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","320,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0157,1","+9999,9","10214,1","6,1,038,1,+999,9","5,99,0021,1,999","+155,1","SYN080LJAC1 46/// /3203 10157 40214 56038 92200 222// 00155 333 91204 555 11003 22003="
"99401899999","2022-01-02T23:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","320,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0154,1","+9999,9","10208,1","6,1,026,1,+999,9","5,99,0026,1,999","+155,1","SYN080LJAC1 46/// /3204 10154 40208 56026 92300 222// 00155 333 91205 555 11004 22005="
"99401899999","2022-01-03T00:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","320,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0148,1","+9999,9","10208,1","6,1,012,1,+999,9","5,99,0046,1,999","+156,1","SYN080LJAC1 46/// /3207 10148 40208 56012 90000 222// 00156 333 91209 555 11007 22008="
"99401899999","2022-01-03T01:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","340,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0140,1","+9999,9","10206,1","6,1,008,1,+999,9","5,99,0046,1,999","+155,1","SYN080LJAC1 46/// /3408 10140 40206 56008 90100 222// 00155 333 91209 555 11008 22009="
"99401899999","2022-01-03T02:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","330,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0142,1","+9999,9","10208,1","4,1,000,1,+999,9","5,99,0036,1,999","+153,1","SYN080LJAC1 46/// /3306 10142 40208 54000 90200 222// 00153 333 91207 555 11007 22007="
"99401899999","2022-01-03T03:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","030,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0137,1","+9999,9","10212,1","3,1,004,1,+999,9","5,99,0026,1,999","+153,1","SYN080LJAC1 46/// /0305 10137 40212 53004 90300 222// 00153 333 91205 555 11005 22005="
"99401899999","2022-01-03T04:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","040,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0136,1","+9999,9","10217,1","3,1,011,1,+999,9","5,99,0015,1,999","+153,1","SYN080LJAC1 46/// /0402 10136 40217 53011 90400 222// 00153 333 91203 555 11002 22002="
"99401899999","2022-01-03T05:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","090,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0119,1","+9999,9","10219,1","1,1,011,1,+999,9","5,99,0036,1,999","+152,1","SYN080LJAC1 46/// /0905 10119 40219 51011 90500 222// 00152 333 91207 555 11006 22006="
"99401899999","2022-01-03T06:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","120,1,N,0005,1","99999,9,9,N","999999,9,9,9","+0118,1","+9999,9","10222,1","1,1,010,1,+999,9","5,99,0010,1,999","+152,1","SYN080LJAC1 46/// /1201 10118 40222 51010 90600 222// 00152 333 91202 555 11001 22001="
"99401899999","2022-01-03T07:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","080,1,N,0005,1","99999,9,9,N","999999,9,9,9","+0119,1","+9999,9","10223,1","2,1,006,1,+999,9","5,99,0010,1,999","+152,1","SYN080LJAC1 46/// /0801 10119 40223 52006 90700 222// 00152 333 91202 555 11001 22002="
"99401899999","2022-01-03T08:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","170,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0115,1","+9999,9","10220,1","9,9,000,1,+999,9","5,99,0015,1,999","+151,1","SYN080LJAC1 46/// /1703 10115 40220 50000 90800 222// 00151 333 91203 555 11003 22003="
"99401899999","2022-01-03T09:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","150,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0111,1","+9999,9","10215,1","8,1,007,1,+999,9","5,99,0015,1,999","+150,1","SYN080LJAC1 46/// /1502 10111 40215 58007 90900 222// 00150 333 91203 555 11002 22002="
"99401899999","2022-01-03T10:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","100,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0093,1","+9999,9","10214,1","6,1,009,1,+999,9","5,99,0041,1,999","+149,1","SYN080LJAC1 46/// /1007 10093 40214 56009 91000 222// 00149 333 91208 555 11007 22008="
"99401899999","2022-01-03T11:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","110,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0094,1","+9999,9","10216,1","6,1,004,1,+999,9","5,99,0041,1,999","+148,1","SYN080LJAC1 46/// /1106 10094 40216 56004 91100 222// 00148 333 91208 555 11007 22007="
"99401899999","2022-01-03T12:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","100,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0088,1","+9999,9","10207,1","8,1,008,1,+999,9","5,99,0057,1,999","+148,1","SYN080LJAC1 46/// /1011 10088 40207 58008 91200 222// 00148 333 91211 555 11011 22012="
"99401899999","2022-01-03T13:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","110,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0089,1","+9999,9","10210,1","5,1,004,1,+999,9","5,99,0051,1,999","+148,1","SYN080LJAC1 46/// /1108 10089 40210 55004 91300 222// 00148 333 91210 555 11008 22009="
"99401899999","2022-01-03T14:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","100,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0092,1","+9999,9","10214,1","5,1,000,1,+999,9","5,99,0036,1,999","+150,1","SYN080LJAC1 46/// /1006 10092 40214 55000 91400 222// 00150 333 91207 555 11006 22007="
"99401899999","2022-01-03T15:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","100,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0089,1","+9999,9","10212,1","1,1,005,1,+999,9","5,99,0051,1,999","+150,1","SYN080LJAC1 46/// /1009 10089 40212 51005 91500 222// 00150 333 91210 555 11009 22010="
"99401899999","2022-01-03T16:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","130,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0134,1","+9999,9","10224,1","3,1,014,1,+999,9","5,99,0010,1,999","+150,1","SYN080LJAC1 46/// /1302 10134 40224 53014 91600 222// 00150 333 91202 555 11002 22002="
"99401899999","2022-01-03T17:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","180,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0137,1","+9999,9","10229,1","3,1,015,1,+999,9","5,99,0015,1,999","+150,1","SYN080LJAC1 46/// /1802 10137 40229 53015 91700 222// 00150 333 91203 555 11002 22002="
"99401899999","2022-01-03T18:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0154,1","+9999,9","10232,1","1,1,020,1,+999,9","5,99,0010,1,999","+147,1","SYN080LJAC1 46/// /0000 10154 40232 51020 91800 222// 00147 333 91202 555 11001 22001="
"99401899999","2022-01-03T19:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","320,1,N,0005,1","99999,9,9,N","999999,9,9,9","+0143,1","+9999,9","10231,1","1,1,007,1,+999,9","5,99,0015,1,999","+149,1","SYN080LJAC1 46/// /3201 10143 40231 51007 91900 222// 00149 333 91203 555 11001 22001="
"99401899999","2022-01-03T20:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","340,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0136,1","+9999,9","10225,1","8,1,004,1,+999,9","5,99,0026,1,999","+150,1","SYN080LJAC1 46/// /3404 10136 40225 58004 92000 222// 00150 333 91205 555 11004 22004="
"99401899999","2022-01-03T21:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","320,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0140,1","+9999,9","10218,1","8,1,014,1,+999,9","5,99,0015,1,999","+152,1","SYN080LJAC1 46/// /3202 10140 40218 58014 92100 222// 00152 333 91203 555 11002 22003="
"99401899999","2022-01-03T22:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","300,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0149,1","+9999,9","10215,1","6,1,016,1,+999,9","5,99,0021,1,999","+155,1","SYN080LJAC1 46/// /3003 10149 40215 56016 92200 222// 00155 333 91204 555 11003 22003="
"99401899999","2022-01-03T23:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","320,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0146,1","+9999,9","10214,1","6,1,011,1,+999,9","5,99,0026,1,999","+156,1","SYN080LJAC1 46/// /3204 10146 40214 56011 92300 222// 00156 333 91205 555 11004 22004="
"99401899999","2022-01-04T00:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","300,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0148,1","+9999,9","10216,1","5,1,000,1,+999,9","5,99,0036,1,999","+155,1","SYN080LJAC1 46/// /3005 10148 40216 55000 90000 222// 00155 333 91207 555 11005 22006="
"99401899999","2022-01-04T01:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","330,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0138,1","+9999,9","10219,1","3,1,004,1,+999,9","5,99,0036,1,999","+156,1","SYN080LJAC1 46/// /3306 10138 40219 53004 90100 222// 00156 333 91207 555 11006 22006="
"99401899999","2022-01-04T02:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","020,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0133,1","+9999,9","10223,1","3,1,009,1,+999,9","5,99,0026,1,999","+155,1","SYN080LJAC1 46/// /0205 10133 40223 53009 90200 222// 00155 333 91205 555 11005 22005="
"99401899999","2022-01-04T03:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","030,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0128,1","+9999,9","10226,1","2,1,010,1,+999,9","5,99,0031,1,999","+153,1","SYN080LJAC1 46/// /0305 10128 40226 52010 90300 222// 00153 333 91206 555 11005 22005="
