"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MD1","OD1","SA1","REM"
"99401899999","2023-01-01T15:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","280,1,N,0103,1","99999,9,9,N","999999,9,9,9","+0134,1","+9999,9","10090,1","1,1,015,1,+999,9","5,99,0129,1,999","+147,1","SYN080LJAC1 46/// /2820 10134 40090 51015 91500 222// 00147 333 91225 555 11021 22023="
"99401899999","2023-01-01T16:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","290,1,N,0108,1","99999,9,9,N","999999,9,9,9","+0141,1","+9999,9","10096,1","1,1,016,1,+999,9","5,99,0129,1,999","+147,1","SYN080LJAC1 46/// /2921 10141 40096 51016 91600 222// 00147 333 91225 555 11021 22023="
"99401899999","2023-01-01T17:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","300,1,N,0082,1","99999,9,9,N","999999,9,9,9","+0142,1","+9999,9","10103,1","3,1,015,1,+999,9","5,99,0129,1,999","+147,1","SYN080LJAC1 46/// /3016 10142 40103 53015 91700 222// 00147 333 91225 555 11017 22018="
"99401899999","2023-01-01T18:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","300,1,N,0072,1","99999,9,9,N","999999,9,9,9","+0142,1","+9999,9","10109,1","2,1,019,1,+999,9","5,99,0108,1,999","+147,1","SYN080LJAC1 46/// /3014 10142 40109 52019 91800 222// 00147 333 91221 555 11014 22016="
"99401899999","2023-01-01T19:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","290,1,N,0088,1","99999,9,9,N","999999,9,9,9","+0142,1","+9999,9","10107,1","1,1,011,1,+999,9","5,99,0108,1,999","+148,1","SYN080LJAC1 46/// /2917 10142 40107 51011 91900 222// 00148 333 91221 555 11017 22019="
"99401899999","2023-01-01T20:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","300,1,N,0098,1","99999,9,9,N","999999,9,9,9","+0139,1","+9999,9","10097,1","8,1,006,1,+999,9","5,99,0124,1,999","+149,1","SYN080LJAC1 46/// /3019 10139 40097 58006 92000 222// 00149 333 91224 555 11019 22021="
"99401899999","2023-01-01T21:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","280,1,N,0093,1","99999,9,9,N","999999,9,9,9","+0141,1","+9999,9","10091,1","8,1,018,1,+999,9","5,99,0108,1,999","+149,1","SYN080LJAC1 46/// /2818 10141 40091 58018 92100 222// 00149 333 91221 555 11019 22020="
"99401899999","2023-01-01T22:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","290,1,N,0103,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10089,1","6,1,018,1,+999,9","5,99,0134,1,999","+149,1","SYN080LJAC1 46/// /2920 1//// 40089 56018 92200 222// 00149 333 91226 555 11021 22023="
"99401899999","2023-01-01T23:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","280,1,N,0082,1","99999,9,9,N","999999,9,9,9","+0140,1","+9999,9","10091,1","6,1,006,1,+999,9","5,99,0113,1,999","+149,1","SYN080LJAC1 46/// /2816 10140 40091 56006 92300 222// 00149 333 91222 555 11017 22018="
"99401899999","2023-01-02T00:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","290,1,N,0077,1","99999,9,9,N","999999,9,9,9","+0139,1","+9999,9","10093,1","4,1,000,1,+999,9","5,99,0108,1,999","+150,1","SYN080LJAC1 46/// /2915 10139 40093 54000 90000 222// 00150 333 91221 555 11016 22017="
"99401899999","2023-01-02T01:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","280,1,N,0108,1","99999,9,9,N","999999,9,9,9","+0136,1","+9999,9","10094,1","2,1,005,1,+999,9","5,99,0124,1,999","+149,1","SYN080LJAC1 46/// /2821 10136 40094 52005 90100 222// 00149 333 91224 555 11021 22023="
"99401899999","2023-01-02T02:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","280,1,N,0108,1","99999,9,9,N","999999,9,9,9","+0137,1","+9999,9","10103,1","3,1,012,1,+999,9","5,99,0129,1,999","+149,1","SYN080LJAC1 46/// /2821 10137 40103 53012 90200 222// 00149 333 91225 555 11021 22023="
"99401899999","2023-01-02T03:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","280,1,N,0098,1","99999,9,9,N","999999,9,9,9","+0137,1","+9999,9","10110,1","3,1,017,1,+999,9","5,99,0124,1,999","+149,1","SYN080LJAC1 46/// /2819 10137 40110 53017 90300 222// 00149 333 91224 555 11019 22021="
"99401899999","2023-01-02T04:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","290,1,N,0098,1","99999,9,9,N","999999,9,9,9","+0137,1","+9999,9","10117,1","1,1,023,1,+999,9","5,99,0118,1,999",,"SYN068LJAC1 46/// /2919 10137 40117 51023 90400 333 91223 555 11019 22021="
"99401899999","2023-01-02T05:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","300,1,N,0088,1","99999,9,9,N","999999,9,9,9","+0137,1","+9999,9","10118,1",,"5,99,0108,1,999","+149,1","SYN074LJAC1 46/// /3017 10137 40118 90436 222// 00149 333 91221 555 11017 22019="
"99401899999","2023-01-02T06:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","280,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0137,1","+9999,9","10117,1","2,1,007,1,+999,9","5,99,0077,1,999","+149,1","SYN080LJAC1 46/// /2812 10137 40117 52007 90600 222// 00149 333 91215 555 11012 22013="
"99401899999","2023-01-02T07:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","270,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0137,1","+9999,9","10118,1","4,1,000,1,+999,9","5,99,0077,1,999","+149,1","SYN080LJAC1 46/// /2713 10137 40118 54000 90700 222// 00149 333 91215 555 11014 22015="
"99401899999","2023-01-02T08:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","270,1,N,0072,1","99999,9,9,N","999999,9,9,9","+0133,1","+9999,9","10121,1",,"5,99,0088,1,999","+149,1","SYN074LJAC1 46/// /2714 10133 40121 90748 222// 00149 333 91217 555 11014 22015="
"99401899999","2023-01-02T09:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","270,1,N,0082,1","99999,9,9,N","999999,9,9,9","+0135,1","+9999,9","10121,1","2,1,004,1,+999,9","5,99,0098,1,999","+149,1","SYN080LJAC1 46/// /2716 10135 40121 52004 90900 222// 00149 333 91219 555 11016 22018="
"99401899999","2023-01-02T10:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","280,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0134,1","+9999,9","10122,1","1,1,004,1,+999,9","5,99,0082,1,999","+148,1","SYN080LJAC1 46/// /2813 10134 40122 51004 91000 222// 00148 333 91216 555 11014 22015="
"99401899999","2023-01-02T11:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","280,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0135,1","+9999,9","10122,1","4,1,000,1,+999,9","5,99,0082,1,999","+148,1","SYN080LJAC1 46/// /2812 10135 40122 54000 91100 222// 00148 333 91216 555 11013 22014="
"99401899999","2023-01-02T12:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","280,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0134,1","+9999,9","10127,1","3,1,006,1,+999,9","5,99,0072,1,999","+148,1","SYN080LJAC1 46/// /2812 10134 40127 53006 91200 222// 00148 333 91214 555 11012 22013="
"99401899999","2023-01-02T13:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","290,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0135,1","+9999,9","10130,1","3,1,008,1,+999,9","5,99,0057,1,999","+148,1","SYN080LJAC1 46/// /2909 10135 40130 53008 91300 222// 00148 333 91211 555 11009 22010="
"99401899999","2023-01-02T14:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","310,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0134,1","+9999,9","10138,1","3,1,016,1,+999,9","5,99,0036,1,999","+148,1","SYN080LJAC1 46/// /3104 10134 40138 53016 91400 222// 00148 333 91207 555 11004 22004="
"99401899999","2023-01-02T15:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","110,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0126,1","+9999,9","10141,1","2,1,014,1,+999,9","5,99,0021,1,999","+148,1","SYN080LJAC1 46/// /1102 10126 40141 52014 91500 222// 00148 333 91204 555 11002 22002="
"99401899999","2023-01-02T16:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","170,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0126,1","+9999,9","10153,1","3,1,023,1,+999,9","5,99,0036,1,999","+148,1","SYN080LJAC1 46/// /1705 10126 40153 53023 91600 222// 00148 333 91207 555 11006 22006="
"99401899999","2023-01-02T17:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","190,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0137,1","+9999,9","10158,1","3,1,020,1,+999,9","5,99,0031,1,999","+148,1","SYN080LJAC1 46/// /1905 10137 40158 53020 91700 222// 00148 333 91206 555 11005 22005="
"99401899999","2023-01-02T18:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","240,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0140,1","+9999,9","10169,1","1,1,028,1,+999,9","5,99,0046,1,999","+148,1","SYN080LJAC1 46/// /2408 10140 40169 51028 91800 222// 00148 333 91209 555 11008 22009="
"99401899999","2023-01-02T19:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","230,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0140,1","+9999,9","10165,1","9,9,012,1,+999,9","5,99,0062,1,999","+149,1","SYN080LJAC1 46/// /2308 10140 40165 50012 91900 222// 00149 333 91212 555 11009 22009="
"99401899999","2023-01-02T20:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","230,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0139,1","+9999,9","10158,1","9,9,000,1,+999,9","5,99,0041,1,999","+149,1","SYN080LJAC1 46/// /2307 10139 40158 50000 92000 222// 00149 333 91208 555 11007 22007="
"99401899999","2023-01-02T21:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","230,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0138,1","+9999,9","10157,1","6,1,012,1,+999,9","5,99,0041,1,999","+150,1","SYN080LJAC1 46/// /2306 10138 40157 56012 92100 222// 00150 333 91208 555 11006 22007="
"99401899999","2023-01-02T22:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","260,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0137,1","+9999,9","10167,1","5,1,000,1,+999,9","5,99,0072,1,999","+150,1","SYN080LJAC1 46/// /2613 10137 40167 55000 92200 222// 00150 333 91214 555 11013 22014="
"99401899999","2023-01-02T23:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","240,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0137,1","+9999,9","10157,1","9,9,000,1,+999,9","5,99,0031,1,999","+150,1","SYN080LJAC1 46/// /2403 10137 40157 50000 92300 222// 00150 333 91206 555 11003 22003="
"99401899999","2023-01-03T00:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","190,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0136,1","+9999,9","10157,1","9,9,000,1,+999,9","5,99,0021,1,999","+149,1","SYN080LJAC1 46/// /1903 10136 40157 50000 90000 222// 00149 333 91204 555 11003 22003="
"99401899999","2023-01-03T01:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","230,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0136,1","+9999,9","10169,1","5,1,000,1,+999,9","5,99,0057,1,999","+149,1","SYN080LJAC1 46/// /2309 10136 40169 55000 90100 222// 00149 333 91211 555 11009 22010="
"99401899999","2023-01-03T02:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","230,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0135,1","+9999,9","10171,1","2,1,014,1,+999,9","5,99,0051,1,999","+148,1","SYN080LJAC1 46/// /2308 10135 40171 52014 90200 222// 00148 333 91210 555 11009 22009="
"99401899999","2023-01-03T03:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","240,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0136,1","+9999,9","10182,1","1,1,025,1,+999,9","5,99,0046,1,999","+149,1","SYN080LJAC1 46/// /2407 10136 40182 51025 90300 222// 00149 333 91209 555 11008 22008="
"99401899999","2023-01-03T04:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","140,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0132,1","+9999,9","10181,1","2,1,012,1,+999,9","5,99,0026,1,999","+149,1","SYN080LJAC1 46/// /1404 10132 40181 52012 90400 222// 00149 333 91205 555 11004 22004="
"99401899999","2023-01-03T05:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","130,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0128,1","+9999,9","10166,1","8,1,005,1,+999,9","5,99,0036,1,999","+149,1","SYN080LJAC1 46/// /1305 10128 40166 58005 90500 222// 00149 333 91207 555 11006 22006="
"99401899999","2023-01-03T06:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","160,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0128,1","+9999,9","10178,1","5,1,004,1,+999,9","5,99,0031,1,999","+149,1","SYN080LJAC1 46/// /1605 10128 40178 55004 90600 222// 00149 333 91206 555 11005 22005="
"99401899999","2023-01-03T07:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","140,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0130,1","+9999,9","10170,1","6,1,011,1,+999,9","5,99,0041,1,999","+148,1","SYN080LJAC1 46/// /1406 10130 40170 56011 90700 222// 00148 333 91208 555 11006 22006="
"99401899999","2023-01-03T08:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","160,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0131,1","+9999,9","10173,1","1,1,007,1,+999,9","5,99,0031,1,999","+148,1","SYN080LJAC1 46/// /1605 10131 40173 51007 90800 222// 00148 333 91206 555 11005 22005="
"99401899999","2023-01-03T09:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","180,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0139,1","+9999,9","10172,1","6,1,006,1,+999,9","5,99,0057,1,999","+148,1","SYN080LJAC1 46/// /1808 10139 40172 56006 90900 222// 00148 333 91211 555 11008 22009="
"99401899999","2023-01-03T10:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","160,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0139,1","+9999,9","10170,1","9,9,000,1,+999,9","5,99,0057,1,999","+148,1","SYN080LJAC1 46/// /1609 10139 40170 50000 91000 222// 00148 333 91211 555 11009 22010="
"99401899999","2023-01-03T11:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","110,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0130,1","+9999,9","10168,1","7,1,005,1,+999,9","5,99,0062,1,999","+148,1","SYN080LJAC1 46/// /1109 10130 40168 57005 91100 222// 00148 333 91212 555 11009 22010="
"99401899999","2023-01-03T12:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","120,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0123,1","+9999,9","10165,1","8,1,007,1,+999,9","5,99,0062,1,999","+148,1","SYN080LJAC1 46/// /1208 10123 40165 58007 91200 222// 00148 333 91212 555 11009 22009="
"99401899999","2023-01-03T13:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","120,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0119,1","+9999,9","10166,1","7,1,004,1,+999,9","5,99,0072,1,999","+148,1","SYN080LJAC1 46/// /1210 10119 40166 57004 91300 222// 00148 333 91214 555 11010 22011="
"99401899999","2023-01-03T14:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","130,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0118,1","+9999,9","10170,1","5,1,000,1,+999,9","5,99,0062,1,999","+148,1","SYN080LJAC1 46/// /1308 10118 40170 55000 91400 222// 00148 333 91212 555 11008 22009="
"99401899999","2023-01-03T15:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","150,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0117,1","+9999,9","10172,1","2,1,007,1,+999,9","5,99,0072,1,999","+148,1","SYN080LJAC1 46/// /1509 10117 40172 52007 91500 222// 00148 333 91214 555 11010 22010="
"99401899999","2023-01-03T16:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","130,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0119,1","+9999,9","10175,1",,"5,99,0062,1,999","+147,1","SYN074LJAC1 46/// /1308 10119 40175 91536 222// 00147 333 91212 555 11008 22009="
"99401899999","2023-01-03T17:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","140,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0132,1","+9999,9","10183,1","3,1,013,1,+999,9","5,99,0077,1,999","+147,1","SYN080LJAC1 46/// /1410 10132 40183 53013 91700 222// 00147 333 91215 555 11010 22011="
"99401899999","2023-01-03T18:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","150,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0130,1","+9999,9","10184,1","2,1,012,1,+999,9","5,99,0098,1,999","+148,1","SYN080LJAC1 46/// /1513 10130 40184 52012 91800 222// 00148 333 91219 555 11013 22015="
"99401899999","2023-01-03T19:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","150,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0135,1","+9999,9","10182,1","1,1,008,1,+999,9","5,99,0077,1,999","+148,1","SYN080LJAC1 46/// /1511 10135 40182 51008 91900 222// 00148 333 91215 555 11011 22012="
"99401899999","2023-01-03T20:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","150,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0138,1","+9999,9","10172,1","8,1,011,1,+999,9","5,99,0093,1,999","+149,1","SYN080LJAC1 46/// /1513 10138 40172 58011 92000 222// 00149 333 91218 555 11013 22014="
"99401899999","2023-01-03T21:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","160,1,N,0082,1","99999,9,9,N","999999,9,9,9","+0141,1","+9999,9","10166,1","8,1,018,1,+999,9","5,99,0113,1,999","+149,1","SYN080LJAC1 46/// /1616 10141 40166 58018 92100 222// 00149 333 91222 555 11016 22018="
"99401899999","2023-01-03T22:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","150,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0142,1","+9999,9","10161,1","6,1,021,1,+999,9","5,99,0088,1,999","+149,1","SYN080LJAC1 46/// /1513 10142 40161 56021 92200 222// 00149 333 91217 555 11013 22014="
"99401899999","2023-01-03T23:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","150,1,N,0072,1","99999,9,9,N","999999,9,9,9","+0140,1","+9999,9","10166,1","5,1,006,1,+999,9","5,99,0088,1,999","+148,1","SYN080LJAC1 46/// /1514 10140 40166 55006 92300 222// 00148 333 91217 555 11014 22015="
"99401899999","2023-01-04T00:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","140,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0142,1","+9999,9","10168,1","5,1,000,1,+999,9","5,99,0057,1,999","+148,1","SYN080LJAC1 46/// /1409 10142 40168 55000 90000 222// 00148 333 91211 555 11009 22010="
"99401899999","2023-01-04T01:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","150,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0142,1","+9999,9","10171,1","1,1,010,1,+999,9","5,99,0077,1,999","+148,1","SYN080LJAC1 46/// /1512 10142 40171 51010 90100 222// 00148 333 91215 555 11012 22013="
"99401899999","2023-01-04T02:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","140,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0144,1","+9999,9","10173,1","2,1,007,1,+999,9","5,99,0082,1,999","+148,1","SYN080LJAC1 46/// /1412 10144 40173 52007 90200 222// 00148 333 91216 555 11012 22013="
"99401899999","2023-01-04T03:00:00","4","32.867","-117.258","2.0","LA JOLLA, CA US","FM-13","99999","V020","150,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0147,1","+9999,9","10179,1","3,1,011,1,+999,9","5,99,0077,1,999","+147,1","SYN080LJAC1 46/// /1511 10147 40179 53011 90300 222// 00147 333 91215 555 11011 22012="
